participant_id,session,task_version,trial_type,t_onset_s,seed,run,trial,swap_count,position1,position2,position3,p_reward_pos1,p_reward_pos2,p_reward_pos3,choice,chosen_logo,rt_s,choice_late,outcome,points,optimal_position,is_optimal,optimal_points,regret,cumulative_score,anticip_ms,isi_ms,cf_outcome_pos1,cf_outcome_pos2,cf_outcome_pos3,cf_points_pos1,cf_points_pos2,cf_points_pos3,bonus_trial_index,position_in_bandit_stream,food_set,cue_type,food_bonus_cue,cue_image,cue_duration_ms,anticipatory_delay_ms,adaptive_window_ms,target_response_key,target_rt_ms,premature_rt_ms,target_hit,target_miss,target_too_fast,target_no_response,bonus_points_earned,bonus_cumulative,bonus_hit_rate,cue_onset_ms,delay_onset_ms,target_onset_ms,response_ms,feedback_onset_ms,trigger_code
1-900,001,v17.3,bandit,1310.7048,4046538769,2,75,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4178,0,reward,10,1,1,10,0,790,669,513,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1314.5878,4046538769,2,76,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4624,0,reward,10,1,1,10,0,800,606,669,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1318.6211,4046538769,2,77,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.3829,0,reward,10,1,1,10,0,810,704,661,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1322.6211,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,77,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_112.jpg,1500,1932,550,down,,3286,0,0,1,0,0,855,0.905,1100,2633,0,4386,4403,37
1-900,001,v17.3,bandit,1330.088,4046538769,2,78,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.6647,0,reward,10,1,1,10,0,820,589,504,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1334.121,4046538769,2,79,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.2923,0,loss,-10,1,1,-10,0,810,534,468,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1337.5044,4046538769,2,80,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.5559,0,reward,10,1,1,10,0,820,413,539,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,1341.2876,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,80,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_009.jpg,1500,1902,550,down,260,,1,0,0,0,15,870,0.906,1100,2617,4550,4810,4817,36
1-900,001,v17.3,bandit,1346.7214,4046538769,2,81,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.5217,0,reward,10,1,1,10,0,830,732,406,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1350.721,4046538769,2,82,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4666,0,reward,10,1,1,10,0,840,555,609,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1354.6543,4046538769,2,83,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4462,0,reward,10,1,1,10,0,850,561,658,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1358.5876,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,83,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_111.jpg,1500,1724,550,left,657,,0,1,0,0,0,870,0.892,1100,2633,4383,5040,5050,37
1-900,001,v17.3,bandit,1364.2709,4046538769,2,84,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.5288,0,reward,10,1,1,10,0,860,528,612,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1368.2208,4046538769,2,85,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4777,0,reward,10,1,1,10,0,870,438,555,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_neutral,1371.9874,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,85,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_010.jpg,1500,1612,550,down,252,,1,0,0,0,15,885,0.894,1100,2617,4250,4502,4517,36
1-900,001,v17.3,bandit,1377.1375,4046538769,2,86,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4702,0,reward,10,1,1,10,0,880,682,411,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1380.9873,4046538769,2,87,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4811,0,reward,10,1,1,10,0,890,706,683,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1385.1373,4046538769,2,88,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.285,0,reward,10,1,1,10,0,900,658,441,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1388.8206,4046538769,2,89,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4076,0,reward,10,1,1,10,0,910,479,527,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1392.5039,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,89,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_015.jpg,1500,1858,550,down,267,,1,0,0,0,15,900,0.896,1100,2633,4517,4784,4800,36
1-900,001,v17.3,bandit,1397.9377,4046538769,2,90,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4627,0,reward,10,1,1,10,0,920,414,528,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1401.554,4046538769,2,91,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4098,0,reward,10,1,1,10,0,930,411,426,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1405.0539,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,91,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_070.jpg,1500,1362,550,down,374,,1,0,0,0,15,915,0.897,1117,2650,4033,4407,4417,36
1-900,001,v17.3,bandit,1410.1042,4046538769,2,92,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4191,0,reward,10,1,1,10,0,940,427,538,reward,reward,reward,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1413.7539,4046538769,2,93,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.367,0,reward,10,1,1,10,0,950,447,605,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1417.4539,4046538769,2,94,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.361,0,reward,10,1,1,10,0,960,762,538,reward,loss,reward,10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bandit,1421.3872,4046538769,2,95,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.3315,0,loss,-10,1,1,-10,0,950,640,552,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1425.0038,4046538769,2,96,1,rose,cinquefoil,knot,0.8,0.3,0.5,2,cinquefoil,0.3138,0,loss,-10,1,0,-10,0,940,660,423,loss,loss,reward,-10,-10,10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bonus_neutral,1428.4705,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,96,sweet,neutral,0,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/neutral/bandit_009.jpg,1500,1639,550,down,,1870,0,0,1,0,0,915,0.884,1083,2617,0,2953,2968,37
1-900,001,v17.3,bandit,1434.4874,4046538769,2,97,1,rose,cinquefoil,knot,0.8,0.3,0.5,3,knot,0.4882,0,loss,-10,1,0,10,20,930,709,499,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1438.2537,4046538769,2,98,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.3225,0,reward,10,1,1,10,0,940,702,492,reward,reward,loss,10,10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
1-900,001,v17.3,bonus_food,1442.0537,4046538769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,98,sweet,food_sweet,1,/Users/burgerks/Documents/GitHub/motivated_bandit/_task/stimuli/win/sweet/sweet_bandit_160.jpg,1500,1352,550,down,357,,1,0,0,0,15,930,0.886,1117,2650,4033,4390,4400,36
1-900,001,v17.3,bandit,1447.0872,4046538769,2,99,1,rose,cinquefoil,knot,0.8,0.3,0.5,2,cinquefoil,0.854,0,loss,-10,1,0,-10,0,930,613,486,loss,loss,loss,-10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,21
1-900,001,v17.3,bandit,1451.1203,4046538769,2,100,1,rose,cinquefoil,knot,0.8,0.3,0.5,1,rose,0.4235,0,reward,10,1,1,10,0,940,494,540,reward,loss,loss,10,-10,-10,,,,,,,,,,,,,,,,,,,,,,,,,20
